diseaseLabel,disease,symptomsLabel,symptoms,treatmentLabel,treatment,differentFromLabel,differentFrom,riskLabel,risk,causeLabel,cause,diagnosisLabel,diagnosis,icd9,icd10,umls,mesh,nci,link,description,alsoKnownAs
laktosarekiko intolerantzia,Q219223,"Q1781127,Q4927059,beherako,goragale,oka,puzker,tripako min","Q127076,Q160184,Q1781127,Q183425,Q186889,Q40878,Q4927059", , ,Q15914886,Q15914886,"Q5404323,adin","Q185836,Q5404323","Elikadura,absentzia","Q19829125,Q213449","Biopsia,Kromatografia,Q2551557,Q285223,Q5439869,odol-analisi","Q170050,Q179991,Q2551557,Q285223,Q5439869,Q886837",271.3,"E73,E73.9","C0022951,C0268181,C1857231",D007787,C3154,https://eu.wikipedia.org/wiki/Laktosarekiko_intolerantzia, , 
Q221463,Q221463, , , , , , , , , , , , , , ,C0267412,D065666, , , , 
gernu-infekzio,Q221668,"Disuria,Hematuria,polakiuria,sukar,tripako min","Q1269399,Q183425,Q352585,Q373597,Q38933","Anpizilina,B anfoterizina,Dikloxazilina,Flukonazol,Q1050019,Q1052672,Q1082945,Q12415847,Q1638852,Q163901,Q1639588,Q1639595,Q1639616,Q1758380,Q183554,Q203618,Q20817140,Q2319020,Q2325775,Q2353907,Q2365016,Q2552927,Q2555060,Q2601530,Q2601832,Q2602246,Q27107637,Q27123095,Q27252228,Q27264316,Q27283414,Q2736402,Q281082,Q2878140,Q304570,Q3307752,Q372598,Q3876717,Q3976824,Q411377,Q411447,Q415167,Q415709,Q415739,Q417897,Q418546,Q418725,Q419521,Q421670,Q422669,Q423787,Q424193,Q424940,Q425152,Q47495774,Q47495791,Q48566821,Q5119441,Q549803,Q553220,Q71969,Q7636169,Sulfametoxazol,Trimetoprima,Zeftazidima,Ziprofloxazino,amoxizilina,doxiziklina,gentamizina,kloxazilina,zefalexina,zefalotina,zefotaxima,zeftriaxona,zefuroxima","Q1050019,Q1052672,Q1082945,Q12415847,Q1638852,Q163901,Q1639588,Q1639595,Q1639616,Q1758380,Q183554,Q201928,Q203618,Q20817140,Q2313471,Q2319020,Q2325775,Q2353907,Q2365016,Q244150,Q2552927,Q2555060,Q256602,Q2601530,Q2601832,Q2602246,Q27107637,Q27123095,Q27252228,Q27264316,Q27283414,Q2736126,Q2736402,Q281082,Q2878140,Q304570,Q3307752,Q372598,Q3876717,Q3976824,Q411377,Q411417,Q411447,Q411478,Q412223,Q413728,Q415167,Q415709,Q415739,Q415843,Q417897,Q417968,Q418546,Q418725,Q419521,Q421670,Q421713,Q422219,Q422442,Q422482,Q422665,Q422669,Q423787,Q424193,Q424940,Q425152,Q47495774,Q47495791,Q48566821,Q5119441,Q549803,Q553220,Q71969,Q7636169,Q808845", , , , , , , , ,595.0,N30.0,C0149523,D014552,"C26934,C50791",https://eu.wikipedia.org/wiki/Gernu-infekzio, , 
Bornholm gaixotasuna,Q223663, , , , , , , , , , , , ,074.1,B33.0,C0032238,D011000, ,https://eu.wikipedia.org/wiki/Bornholm_gaixotasuna, , 
pubertasun goiztiar,Q224513, , ,Q907160,Q907160, , , , , , , , ,259.1,"E22.8,E30.1",C0034013,D011629,C48628, ,"Heldutasun sexuala behar baino lehenago garatzea, oro har, neskatoek 8 urte bete baino lehenago obulatzea eta mutikoek 10 urte bete baino lehenago esperma heldua ekoiztea hartzen da anormaltzat", 
disartria,Q225957, , ,Q407988,Q407988, , , , , , , , , , ,C0013362,D004401, , ,Hitzak ahoskatu eta artikulatzeko zailtasuna. Paralisi edota nerbio-zentroen ataxia baten ondorioz gertatzen da, 
Q228085,Q228085, , , , , , , , , , , , , , , , , , , , 
Dermatitis,Q229256, , ,"Azido boriko,Azido laktiko,Betametasona,Metionina,Q190077,Q21098894,Q27110219,Q4224007,Q4713192,Q4742041,Q7784698,doxiziklina,glizerina","Q132501,Q161249,Q180341,Q187045,Q190077,Q21098894,Q27110219,Q416132,Q4224007,Q422442,Q4713192,Q4742041,Q7784698", , , , , , , , ,692.9,L30.9,"C0011603,C3875321",D003872,C2983,https://eu.wikipedia.org/wiki/Dermatitis, , 
Burmuineko tumore,Q233309, , , , , , , , , , , , , , , ,D001932,C2907,https://eu.wikipedia.org/wiki/Burmuineko_tumore,Burmuineko neoplasma,"Burmuineko bizien,Burmuineko minbizi"
Q241827,Q241827, , , , , , , , , , , , , , , , , , , , 
Chikungunya,Q243257,"Negel,artralgia,buruko min,goragale,konjuntibitis,mialgia,nahasmendu neurologiko,neke,sukar","Q167844,Q186889,Q3339235,Q38933,Q474959,Q653197,Q683498,Q86,Q9690",Antiinflamatorio ez esteroideo,Q188724, , , , ,Chikungunya virus,Q15794049,"Polimerasaren kate-erreakzioa,Q7933598,miaketa fisiko","Q176996,Q7933598,Q835153", ,A92.0,C0008055,D065632,C128422,https://eu.wikipedia.org/wiki/Chikungunya, , 
Q246040,Q246040, , , , , , , , , , , , , ,Q33.0,"C0010668,C0158641",D015615,C98892, , , 
Zistitis,Q246084,hantura,Q101991,"B anfoterizina,Q1639616,Q183554,Q2365016,Q3995932,Q411447,Q415173,Q417897,Q422669,Q424940,Q47495791,Q48566821,Q5038067,Q7100015,Q71969,Q909359,Ziprofloxazino","Q1639616,Q183554,Q2365016,Q256602,Q3995932,Q411447,Q412223,Q415173,Q417897,Q422669,Q424940,Q47495791,Q48566821,Q5038067,Q7100015,Q71969,Q909359", , , , , , , , ,"595,595.89,595.9","N30,N30.9",C0010692,D003556,C26738,https://eu.wikipedia.org/wiki/Zistitis,Maskuriaren hantura larria edo kronikoa, 
Q258858,Q258858, , , , , , , , , , , , ,753.5,Q64.10,C0005689,D001746,C123207, , , 
Q260688,Q260688, , , , , , , , , , , , , , , , , , , , 
Q266018,Q266018, , ,"Azido azetilsaliziliko,Klopidogrel,Q416232,Q420542,Q48566705,Q48566757","Q18216,Q410237,Q416232,Q420542,Q48566705,Q48566757", , , , , , , , , , ,C0948089,D054058,C53652, , , 
Q267602,Q267602, , , , , , , , , , , , , ,Q98.5,"C0043379,C3266843",D014997,C85237, , , 
Q268292,Q268292, , , , , , , , , , , , ,"396.3,746.6",Q23.3,"C0026266,C0158619,C0264774,C3551535",D008944,"C50852,C50888", , , 
estupore,Q268594, , ,Q905058,Q905058, , , , , , , , , , ,C0085628,D053608, ,https://eu.wikipedia.org/wiki/Estupore,kontzientzia-galera partzial nahiz totaleko egoera, 
Q268832,Q268832, , ,Q27114666,Q27114666, , , , , , , , , , , ,D015465, , , , 
janari-intoxikazio,Q272002,"beherako,buruko min,oka,pozoitze,tripako min","Q114953,Q127076,Q183425,Q40878,Q86","Q1138664,Q190878,Q2920739","Q1138664,Q190878,Q2920739", , , , ,"Elikagaien kutsadura,Q26305696","Q26305696,Q3511075","Hemograma,kultibo mikrobiologiko","Q1125312,Q886518", ,A05.9,C0679360,D005517,C128351,https://eu.wikipedia.org/wiki/Janari-intoxikazio, ,elikadura-intoxikazio
Kandidiasi,Q273510, , ,"B anfoterizina,Flukonazol,Q238490,Q248466,Q251005,Q407883,Q411229,Q412236,Q420875,Q6827850","Q238490,Q248466,Q251005,Q407883,Q411229,Q411478,Q412223,Q412236,Q420875,Q6827850", , , , , , , , ,"112,112.89,112.9","B37,B37.9",C0006840,D002177,C26711,https://eu.wikipedia.org/wiki/Kandidiasi,Kandida batek sortutako mikosia, 
Kuru,Q274615,"Ahultasun muskular,Estrabismo,Gizeneri,Q1282114,Q308978,Q7933601,Zorabio,artralgia,buruko min,dardara,dementzia,depresio,diplopia","Q10916362,Q12174,Q1282114,Q179951,Q223907,Q270421,Q308978,Q42844,Q683498,Q775940,Q7933601,Q83030,Q86", , ,"Q1025732,Q1068408,Q1080699,Q635922","Q1025732,Q1068408,Q1080699,Q635922", , ,prioi,Q47051,"Biopsia,Erresonantzia magnetiko bidezko irudigintza,Q1070952,miaketa fisiko","Q1070952,Q161238,Q179991,Q835153",046.0,"A81.8,A81.81",C0022802,D007729, ,https://eu.wikipedia.org/wiki/Kuru, , 
Q277452,Q277452, , , , , , , , , , , , ,746.2,Q22.5,C0013481,D004437,C84681, , , 
Ubeitis,Q280027,hantura,Q101991,"Atropina,Gammaglobulina,Q348260,dexametasona,metotrexato,prednisolona","Q11426176,Q26272,Q348260,Q415264,Q422232,Q422252", , , , , , , , , ,H20.9,C0042164,D014605,C26909,https://eu.wikipedia.org/wiki/Ubeitis,Ubearen hantura,ubitis
Gernu-ihes,Q281490, , ,"Q1060922,Q415051,Q419824,Q848264,Tolterodina","Q1060922,Q415051,Q419824,Q424312,Q848264", , , , , , , , , , ,C0042024,D014549,C78497,https://eu.wikipedia.org/wiki/Gernu-ihes, , 
Q290213,Q290213, , , , , , , , , , , , , , ,C0339488, , , , , 
Q293533,Q293533, , , , , , , , , , , , , , , , , , , , 
Q296104,Q296104, , , , , , , , , , , , ,289.81,D68.51,"C0600433,C1861171",D020016, , , , 
Q300664,Q300664, , , , , , , , , , , , , , , , , , , , 
Abasia,Q305641, , , , , , , , , , , , , , , , , ,https://eu.wikipedia.org/wiki/Abasia, , 
Q310335,Q310335, , , , , , , , , , , , ,277.89,E77.1,"C0342850,C1836544", , , , , 
Q317977,Q317977, , , , , , , , , , , , ,378.54,H49.2,"C0271355,C1847523",D020434,"C27592,C27593", , , 
Enuresi,Q318005, , ,Q905058,Q905058,Nikturia,Q1426443, , , , , , , , ,C0270327,D053206,C118172,https://eu.wikipedia.org/wiki/Enuresi, , 
Gutxiagotasun-konplexu,Q319763, , , , , , , , , , , , , , , , , ,https://eu.wikipedia.org/wiki/Gutxiagotasun-konplexu, , 
Q322370,Q322370, , , , , , , , , , , , , , , , , , , , 
Prokrastinazio,Q330104, , , , , , , , ,"Arreta Galdu - Hiperaktibitate Asaldura,Q2184645,Q3500368","Q181923,Q2184645,Q3500368", , , , , , , ,https://eu.wikipedia.org/wiki/Prokrastinazio,eginbeharrak geroagorako uzteko gehiegizko joera,Prokrastinatze
Q331181,Q331181, , , , , , , , , , , , , , , ,D014072,C50449, , , 
Q332590,Q332590, , , , , , , , , , , , , , , , , , , , 
Q332768,Q332768, , , , , , , , , , , , , ,"F43.1,F62.0", , , , , , 
Abulia,Q335941, , , , , , , , , , , , , , ,C0919974, , ,https://eu.wikipedia.org/wiki/Abulia, , 
sindrome kartzinoide,Q339547, , ,"Q27270371,Q419935,Q421052","Q27270371,Q419935,Q421052", , , , , , , , ,259.2,E34.0,"C0024586,C0349535",D008303,C3215, ,"Serotonina jariatzen duten tumore kartzinoideen adierazpen sistemikoa, serotonina eta prostaglandina gehiegi jariatzearen ondorioz gertatzen da.", 
hipokloridria,Q340548,beherako,Q40878, , , , , , , , , , , , ,C0001075,D000126, , ,Urin gastrikoak azido klorhidriko gutxiegi jariatzea, 
Q341201,Q341201, , , , , , , , , , , , , , , , , , , , 
adenokartzinoma,Q356033, , , , , , ,Q662860,Q662860, , , , , , ,C0001418,D000230,C2852,https://eu.wikipedia.org/wiki/Adenokartzinoma,Epitelioko tumore gaiztoa, 
Q356410,Q356410, , , , , , , , , , , , , ,Q82.8,"C1851080,C1852150",C565010, , , , 
Q356713,Q356713, , ,"Antifungiko,Q411229,Q412236,Q903341,Q906453","Q411229,Q412236,Q578726,Q903341,Q906453", , , , ,"Aspergillus,Aspergillus fumigatus","Q134359,Q335130", , , , , ,D055732, , , , 
adipsia,Q357522, , , , , , , , , , , , , , , , , , ,Egarria gutxiagotzea edo desagertzea, 
Q360035,Q360035, , , , , , , , , , , , , , , , , , , , 
Buru-nahasmendu organiko,Q360341, , , , ,Q7256456,Q7256456, , , , , , , , , ,D019965, ,https://eu.wikipedia.org/wiki/Buru-nahasmendu_organiko, , 
Q365589,Q365589, , , , , , , , , , , , , , , ,D058531,C86032, , , 
angiomatosi,Q367756, , , , , , , , , , , , , , , ,D000798,C45479, ,Organoen barnealdean eta tegumentuen azalean angioma ugari sortzen dituen gaixotasuna, 
hiposomatotropismo,Q369262, , , , , , , , , , , , , , , ,D004393,C34555,https://eu.wikipedia.org/wiki/Hiposomatotropismo,gaixotasuna,"Lorain-Leviren infantilismo,hipofisi-infantilismo"
Q377493,Q377493, , , , , , , , , , , , , , ,C0236818, ,C92569, , , 
Q379038,Q379038, , , , , , , , , , , , , ,E74.0,C1849722,C564878, , , , 
zaldi-izurri,Q386408, , , , , , , , ,African horse sickness virus,Q4408311, , , , , ,D000355, , ,"Zaldiaren gaixotasun biral akutua, Orbivirus generoko birus batek eragiten duena eta Culicoides generoko eltxoen ziztaduraz kutsatzen dena. Zirkulazio- eta arnas aparatuko asalduak, eztula eta sukarra dira sintoma nagusiak.", 
Q387175,Q387175, , , , , , , , , , , , , , , , , , , , 
Somnanbulismo,Q388626, , , , , , , , , , , , , , , ,D013009,C95078,https://eu.wikipedia.org/wiki/Somnanbulismo,"Loaldiaren 3. edo 4. fasean gertatzen den asaldua. Higitze-jarduera ez-konplexu, inkontziente eta automatikoa gertatzen da, eta, gehienetan, lo dagoena ohetik jaiki eta oinez hasten da. Esnatzean, ez da ezertaz gogoratzen.",sonanbulismo
agalaktia,Q390217, , , , , , , , , , , , , , , , ,C114409, ,Erditu ondoren bularretako esnea gutxiagotzea edo desagertzea, 
Q390434,Q390434, , , , , , , , , , , , , , ,C1836741, , , , , 
Q390908,Q390908, , , , , , , , , , , , , ,P59.8,"C0270210,C0270215",C562692,C98846, , , 
Q397554,Q397554, , , , , , , , , , , , , , , , , , , , 
merkurio bidezko pozoidura,Q408089,"Arnasestu,Astenia,Disfagia,Exantema,Eztul,Q1799146,Q18343527,Q19357654,Q2266426,Q29299,Q3002092,Q5090486,Q6402731,Q783903,Takikardia,anorexia,arnas gutxiegitasun,begietako narritadura,beherako,biriketako edema,bronkitis,bularreko min,buruko min,dardara,estomatitis,giltzurrun-gutxiegitasun kroniko,hipertentsio,insomnio,listu-jariatze,narritadura,nefropatia,neke,pisu galera,proteinuria","Q1054718,Q11820606,Q14509067,Q173022,Q1799146,Q18343527,Q1869874,Q188008,Q19357654,Q209583,Q223907,Q2266426,Q254327,Q29299,Q3002092,Q35805,Q40878,Q41861,Q4424146,Q5090486,Q570197,Q623289,Q633403,Q6402731,Q693058,Q718113,Q736715,Q767485,Q77776,Q783903,Q857667,Q86,Q911386,Q9690",Q421239,Q421239, , , , ,Zilarbizi,Q925, , ,985.0,T56.1,C0025427,D008630, , , ,hidrargiria
Akantosi beltzaile,Q415833, , , , , , ,Q1053470,Q1053470, , , , , ,L83,C0000889,D000052,C26687,https://eu.wikipedia.org/wiki/Akantosi_beltzaile, , 
Q420915,Q420915, , , , , , , , , , , , , , ,C1332141, ,C35810, , , 
Hiperbitaminosi,Q423927, , , , , , , , , , , , , , ,C0342951, , ,https://eu.wikipedia.org/wiki/Hiperbitaminosi,Organismoan bitamina bat edo batzuen gehiegizko kantitatea, 
Q424302,Q424302, , , , , , , , , , , , , , , , , , , , 
Q770843,Q770843, , , , , , , , , , , , , , ,"C0017689,CL428078",D005935, , , , 
Q786468,Q786468, , , , , , , , ,Lobotomia,Q207684, , , , ,C0549117, , , , , 
Q794002,Q794002, , , , , , , , , , , , ,362.10, ,C0730298,C538223, , , , 
hiperazotemia,Q794072, , , , , , , , , , , , , , ,C0242528,D053099, , ,"Odolean produktu nitrogenatu gehiegi izatea, urea-kantitatea aztertuz igar dakiokeena eta gutxiegitasun hepatikoaren seinale dena", 
Q795024,Q795024, , , , , , , , , , , , , ,Q87.2,C0037205,C538595,C118455, , , 
intertrigo,Q796150, , , , , , , , , , , , , , , ,D007402, , ,"Larruazalaren hantura eritematosoa, gorputzeko bi aldek elkar ukitu eta marruskatzen duten eskualdeetan bereziki sortzen dena", 
Q797708,Q797708, , , , , , , , , , , , , , ,C0270711, , , , , 
Q805070,Q805070, , , , , , , , , , , , , , ,C0429803, , , , , 
Kartzinoma basozelular,Q809758, , ,"Q2070286,Q22075856,Q238512,Q423417,Q7557107","Q2070286,Q22075856,Q238512,Q423417,Q7557107", , , , , , , , , , ,"C0007117,C0206710,C1368295,C1862314",D002280,"C2921,C3784,C7586", , , 
Q813677,Q813677, , , , , , , , , , , , , , ,C0581352, , , , , 
Q814547,Q814547, , , , , , , , , , , , , ,H35.5,C0221061,C537669,C177251, , , 
Q815296,Q815296, , , , , , , , , , , , , , , , , , , , 
dismenorrea,Q816422, , , , , , , , , , , , , , ,C0013390,D004412,C34559,https://eu.wikipedia.org/wiki/Dismenorrea,"Menstruazio-arazoen izen generikoa, bereziki mingarriena", 
Q816912,Q816912, , , , , , , , , , , , , , , , , , , , 
Q820818,Q820818, , , , , , , , , , , , , , , , , , , , 
hiponatremia,Q824292, , , , , , , , , , , , , , ,C0020625,D007010,C37976,https://eu.wikipedia.org/wiki/Hiponatremia,Odolean ohikoa baino sodio-kontzentrazio txikiagoa izatea, 
Q826918,Q826918, , , , , , , , , , , , , , ,C0005937,D001845, , , , 
Q827017,Q827017, , , , , , , , , , , , , , ,"C0231687,C3809740",D020233, , , , 
Q827216,Q827216, , , , , , , , , , , , , , , , , , , , 
Q829876,Q829876, , , , , , , , , , , , ,370.24,H16.13,C0155078, ,C118750, , , 
Q831363,Q831363, , , , , , , , , , , , , , ,"C1834674,CN029274", ,C126688, , , 
Hiperplasia,Q835051, , , , , , , , , , , , , , ,C0020507,D006965,C3113,https://eu.wikipedia.org/wiki/Hiperplasia,Organo bat osatzen duten zelulen kopurua areagotzeagatik gertatzen den organoaren bolumen handitzea, 
Q835718,Q835718, , ,Q417640,Q417640, , , , , , , , , , , ,D009894, , , , 
Q837054,Q837054,"Q480971,Sudur-kongestio,adenopatia,beherako,errinitis,errinorrea,eztarriko min,goragale,konjuntibitis,xerostomia","Q1115038,Q114085,Q1162276,Q1292082,Q167844,Q186889,Q3245488,Q40878,Q480971,Q847726","Antigorputz,Q420690,Sendabide sintomatiko","Q420690,Q621558,Q79460", , , , ,Adenobirus,Q193447, , , , , ,D000258,C115149, , , 
Leukoplasia,Q838145, , , , , , , , , , , , , , ,C0023531, ,C3186,https://eu.wikipedia.org/wiki/Leukoplasia,"Mukosako lesio patologikoa, plaka zurixkaz estalita eta beti heze egotea ezaugarri duena", 
heste minberaren sindrome,Q838966,"Q102186744,Q4927059,beherako,idorreri","Q102186744,Q178436,Q40878,Q4927059","Gammaglobulina,Hiosziamina,Q2569888,Q2662662,Q3275451,Q348260,Q3832559,Q412479,Q416073,Q416463,Q418167,Q423751,Q44944,Q6695342,Q7226181","Q2569888,Q2662662,Q3275451,Q348260,Q3832559,Q412479,Q413762,Q415264,Q416073,Q416463,Q418167,Q423751,Q44944,Q6695342,Q7226181", , , , , , ,"Sigmoidoskopia,kolonoskopia,miaketa fisiko","Q835153,Q840387,Q941169",564.1,"K58,K58.9",C0022104,D043183,C82343,https://eu.wikipedia.org/wiki/Heste_minberaren_sindrome,sintoma digestiboen multzoa,heste minbera
Q840004,Q840004, , , , , , , , , , , , ,"445,459.89",I75,C0149649,D017700, , , , 
estrasistole,Q840646, , , , , , , , , , , , , , ,C0340464,D005117, , ,"Bihotzaren uzkurdura goiztiarra, batzuetan min arina eman ohi duena", 
metritis,Q840910, , , , , , , , , , , , , , , , , , ,Umetokiko hantura, 
arteria koronarioetako gaixotasun,Q844935, , ,"Atorbastatina,Q10354103,Q1240093,Q1243800,Q15623825,Q2295855,Q277785,Q3294635,Q3790542,Q384295,Q415366,Q417740,Q417942,Q418006,Q419724,Q423439,Q5037872,Q5268499,Q899036,klofibrato,sinbastatina","Q10354103,Q1240093,Q1243800,Q15623825,Q2295855,Q2701912,Q277785,Q3294635,Q3790542,Q384295,Q415366,Q417740,Q417942,Q418006,Q419724,Q423439,Q5037872,Q5268499,Q668093,Q670131,Q899036", , ,Q662860,Q662860,Arteriosklerosi,Q184559, , ,"410-414.99,414.0,414.00,414.9","I20-I25,I25,I25.1,I25.10,I25.9,K76.1","C0010054,C0010068,C0151744,C0264694,C1956346",D003324,"C26732,C35505,C50625",https://eu.wikipedia.org/wiki/Arteria_koronarioetako_gaixotasun, ,"gaixotasun koronario,koronariopatia"
Fibrilazio bentrikular,Q848662,"Sinkope,bertigo","Q10686316,Q180007","Adrenalina,Hormona antidiuretiko,Lidokaina,Q409468,Q410061,Q411325,Q413591,Q418139,Q418857,Q420026,Q420377,Q423364,Q904071","Q132621,Q183011,Q216935,Q409468,Q410061,Q411325,Q413591,Q418139,Q418857,Q420026,Q420377,Q423364,Q904071", , , , ,"Q599683,Q653924,miokardio infartu akutu,miokardiopatia","Q12152,Q599683,Q653924,Q847583", , ,427.41, ,C0042510,D014693,C50799,https://eu.wikipedia.org/wiki/Fibrilazio_bentrikular, , 
Couvade,Q852094, , , , , , , , , , , , , , , , , , , ,"Couvade sindromea,Kobada"
Q856736,Q856736, , , , , , , , , , , , , , , , , , , , 
Q858426,Q858426,Q111693701,Q111693701, , , , , , , , , , , , , , ,C98699, , , 
Q859142,Q859142, , , , , , , , , , , , , ,"E72.2,E72.23",C0175683,D020159,C84639, , , 
Q860167,Q860167, , , , , , , , , , , , , , , ,D000082882,C128803, , , 
Q861814,Q861814, , , , , , , , , , , , , , ,C1167663, , , , , 
Q863710,Q863710, , , , , , , , , , , , , ,A51.31,C0275828, , , , , 
Q863725,Q863725, , , , , , , , ,Q1778287,Q1778287, , , , ,C0270710, , , , , 
Q864028,Q864028, , , , , , , , , , , , , , , , , , , , 
Q864868,Q864868, , , , , , , , , , , , , , ,C0280962, , , , , 
Q866622,Q866622, , , , , , , , , , , , , , ,C3178777,D059266, , , , 
Kokzidioidomikosi,Q868137,"artritis,konjuntibitis","Q167844,Q170990","B anfoterizina,Flukonazol,Q248466,Q407883,Q411229","Q248466,Q407883,Q411229,Q411478,Q412223", , , , , , , , ,"114,114.9","B38,B38.9",C0009186,D003047,C84642,https://eu.wikipedia.org/wiki/Kokzidioidomikosi, , 
Q870891,Q870891, , , , , , , , , , , , , ,C16.9, ,D008039, , , , 
Peyronieren gaixotasun,Q874586,Zutitzearen disfuntzio,Q184674, , , , ,Q662860,Q662860, , , , ,607.85,N48.6,C0030848,D010411,C3316,https://eu.wikipedia.org/wiki/Peyronieren_gaixotasun, , 
Q877827,Q877827, , , , , , , , , , , , ,250.1, ,C0011880,D016883,C50530, , , 
Q881811,Q881811, , , , ,Q1483214,Q1483214, , , , , , , , ,CL449041, ,C34908, , , 
Q885574,Q885574, , , , , , , , , , , , , ,Q27.8,C0346072,C536240,C4486, , , 
Q886810,Q886810, , , , , , , , , , , , , , ,C1135352, , , , , 
Q890167,Q890167, , , , , , , , , , , , , , , ,D062688, , , , 
Koagulopatia,Q890200, , ,"Menadiona,Q192430,Q418666","Q192430,Q192471,Q418666", , , , , , , , ,"286,286.9,287.8",D68.9,C0005779,D001778,C2902,https://eu.wikipedia.org/wiki/Koagulopatia, , 
Q890470,Q890470, , , , , , , , , , , , ,709.09,Q85.0,C1969623,C548032, , , , 
Q892776,Q892776, , , , , , , , , , , , , ,Q28.2,C0265321,C536752, , , , 
Q895414,Q895414, , , , , , , , ,Giza papilomaren birus,Q184627, , ,447.8, ,C0334106, ,C8374, , , 
Q905389,Q905389, , , , ,"Q5808337,Q67951467","Q5808337,Q67951467", , , , , , , , ,C4023317, , , , , 
linfedema,Q916398, , , , , , , , , , , , , , ,C0024236,D008209,C3207, ,Hodi linfatikoak buxatzearen ondorioz gertatzen den linfa-pilaketa, 
Q917069,Q917069, , , , , , , , , , , , ,728.88, ,C0035410,D012206,C118318, , , 
Q917399,Q917399, , , , , , , , , , , , , , ,"C0271097,C1568248,C1568249,C2931205",D052245,"C126329,C85217", , , 
hesteetako hanturazko gaixotasun,Q917447, , ,"Azido kromogliziko,Q5132472","Q416427,Q5132472", , , , , , , , , , ,C0021390,D015212,C3138,https://eu.wikipedia.org/wiki/Hesteetako_hanturazko_gaixotasun, ,"HHG,Hesteetako hanturazko gaixotasuna"
onikomikosi,Q917620, , ,"Q411229,Q415259,Q419468","Q411229,Q415259,Q419468", , , , , , , , , , ,C0040261,D014009,C112214,https://eu.wikipedia.org/wiki/Onikomikosi,"Azazkalen infekzioa, onddoek sortutakoa", 
Q920766,Q920766, , , , , , , , , , , , , , , ,D018614, , , , 
Q921907,Q921907, , , , , , , , , , , , , , ,C0339731, , , , , 
Q922215,Q922215, , , , , , , , , , , , , , , , , , , , 
Q922640,Q922640, , ,Q412765,Q412765, , , , , , , , , ,P27.1,C0006287,D001997,C90599, , , 
Q922971,Q922971, , , , , , , , ,infekzio,Q166231, , ,370.8,"B60.1+,H19.2*","C0000880,C0033129",D015823,C50450, , , 
Q923020,Q923020, , ,Fenitoina,Q410400, , , , , , , , ,757.39,"Q81,Q81.9",C0014527,D004820,C67383, , , 
Q923164,Q923164, , , , , , , , , , , , , , ,"C0003550,C0917814",D001039, , , , 
Q923339,Q923339, , , , , , , , , , , , , , , ,D054850, , , , 
Q928767,Q928767, , , , , , , , , , , , , ,D23.3,C1275122,C536552, , , , 
Q929963,Q929963, , , , , , , , , , , , , , , ,D059607, , , , 
Q932899,Q932899, , , , , , , , , , , , , ,E03.1,C0270958, , , , , 
Q933444,Q933444, , , , , , , , , , , , , , ,C0022134, , , , , 
Gaixotasun mitokondrial,Q935710, , , , , , , , , , , , , ,E88.4,C0751651,D028361, ,https://eu.wikipedia.org/wiki/Gaixotasun_mitokondrial, , 
hipokaltzemia,Q936382, , , , , , , , , , , , , , ,C0020598,D006996,C37973, ,Odoleko kaltzio-kantitatea txikiagotzea, 
Q936417,Q936417, , , , , , , , , , , , , , ,C0030472,D010257,C3311, , , 
Q938793,Q938793, , , , , , , , , , , , ,"718.0,718.00,718.02", ,C0158073, , , , , 
Osteomielitis,Q938983, , ,"Dikloxazilina,Q1638852,Q418725,Q4727167,Ziprofloxazino,kloxazilina,metizilina","Q1638852,Q2313471,Q256602,Q409262,Q418725,Q422219,Q4727167", , , , , , , , ,"730.1,730.10", ,"C0008707,C0029443,C2242472",D010019,C27577,https://eu.wikipedia.org/wiki/Osteomielitis, ,Osteomielitisa
eritrasma,Q939261, , ,Eritromizina,Q213511, , , , ,infekzio,Q166231, , ,041.85,L08.1, ,D004894, , ,"Azaleko gaixotasuna, besapeko eta iztaietako tolesturetan batik bat azaltzen dena. Minik ematen ez duen plaka gorrixka eragiten du. Garai batean mikosia zela uste bazen ere, bazilo baten eraginez sortzen dela frogatu da", 
Q941770,Q941770,Odoljario,Q166019,"Q412479,zeftriaxona","Q412479,Q421713", , , , ,Neisseria gonorrhoeae,Q131129, , ,569.49,K62.89, ,D011349,C38011, , , 
folikulitis,Q942755, , , , , , , , , , , , ,704.8, ,C0016436,D005499,C94408, ,"Ile-folikulu baten hantura, aknea edo oilaurrak sor ditzakeena", 
Q944142,Q944142, , , , , , , , ,buruko gaitz,Q12135,Q7388493,Q7388493, , ,C2364109,D059020,C80102, , , 
Q954625,Q954625, , ,"Dezitabina,Filgrastim,Ipilimumab,Q1235195,Q180983,Q23671272,Q411588,Q416451,Q419618,Q425681,Q5251502,Q5383794,Q7041828,Q7383611,Q749664,Q905901,Talidomida,ziklosporina","Q1181878,Q1235195,Q180983,Q203174,Q23671272,Q2459042,Q3151081,Q367700,Q411588,Q416451,Q419618,Q425681,Q5251502,Q5383794,Q7041828,Q7383611,Q749664,Q905901", , , , , , , , ,"238.7,238.75", ,"C0026985,C0026986,C1851971,C2713368,C3463824",D009190,C3247, , , 
Q954831,Q954831, , ,"Q423308,bromokriptina","Q413581,Q423308", , , , , , , , , ,"D35.2,E22.1",C0033375,D015175,C3342, , , 
Q955454,Q955454, , , , , , , , , , , , , , ,"C0239137,C3549698",D060906, , , , 
disgenesia gonadal puru,Q957751, , , , ,Q826957,Q826957, , , , , , , , ,"C0018054,C0238395",D006061,C120198, , ,Swyerren sindrome
